metric,1,2,3,4,5,6,7,8,9,10,11,12,average
mae,17.329021453857422,18.12837028503418,18.82578468322754,19.365917205810547,19.805423736572266,20.239151000976562,20.592294692993164,20.88956069946289,21.159927368164062,21.423797607421875,21.720680236816406,22.13041114807129,20.13419500986735
mape,7.4027910232543945,7.691652297973633,7.899603366851807,8.120048522949219,8.285565376281738,8.591933250427246,8.789725303649902,8.727992057800293,8.840459823608398,8.983095169067383,9.16513442993164,9.861001968383789,8.529916882514954
rmse,27.917619705200195,29.742904663085938,31.227367401123047,32.368247985839844,33.334136962890625,34.25863265991211,34.93510818481445,35.49277877807617,35.90325927734375,36.30523681640625,36.76466369628906,37.2146110534668,33.78871393203735
